date,code,ai_score,signal_level,future_ret,momentum_score,relative_score,vol_price_score,location_score,external_score,quintile,pred_dir,actual_dir
2025-09-12,002415,63.7734537249294,0,-0.0013008130081300535,82.2128131059317,59.45945945945947,21.965715715715717,73.15497315497315,50.0,4,0,-1
2025-09-12,603019,26.128311906695313,0,0.09043584770848219,30.434094416524864,7.757697673664052,71.47772772772774,27.500227500227496,50.0,1,0,1
2025-09-12,688256,21.68882988279425,0,-0.093252688172043,13.513513513513516,11.161221245254856,70.25150150150151,28.83792883792884,50.0,1,0,-1
2025-09-12,300474,78.55147423413841,0,-0.009572431397574984,93.87835859285346,78.02796794393434,38.75750750750751,87.90608790608789,50.0,5,0,-1
2025-09-12,000977,52.477794864793,0,0.0043695380774032636,66.42396422777097,41.241361409428634,37.66266266266267,74.56547456547457,50.0,3,0,1
2025-09-12,000938,57.6907557650711,0,0.029713114754098272,58.6047247833485,56.40634632231271,66.26001001001,53.353353353353356,50.0,4,0,1
2025-09-12,002230,69.17142148795963,0,0.02584029531766074,81.21957975545091,72.27215210408487,20.72697697697698,79.60687960687962,50.0,5,0,1
2025-09-12,000066,68.54813268466552,0,0.010197960407918304,89.46618653792886,62.16216216216217,24.005255255255257,85.31258531258531,50.0,5,0,1
2025-09-12,300308,29.90900565548266,0,-0.0013978061550853492,14.807486842625933,36.637357645761014,47.935435435435444,22.012922012922004,50.0,1,0,-1
2025-09-12,300502,36.251122832484164,0,-0.02229174814235437,24.763562977325783,42.04276305116641,42.18593593593594,38.802438802438814,50.0,2,0,-1
2025-09-12,688498,46.119293316182436,0,0.06499692274758509,33.29903842348938,55.205866130235876,57.401151151151154,35.116935116935124,50.0,3,0,1
2025-09-12,688195,19.576611309528086,0,0.28303718807651224,3.8463060424993074,14.915155251289708,81.81931931931932,7.261807261807258,50.0,1,0,1
2025-09-12,002281,40.108959664264106,0,0.05479662317728308,48.64864864864865,25.12572596606211,53.541041041041055,58.74965874965876,50.0,2,0,1
2025-09-12,688048,50.743782202835646,0,-0.01597444089456869,68.27193225436271,26.777197365432663,78.14064064064065,65.21066521066521,50.0,3,0,-1
2025-09-12,688313,64.83297642231435,0,0.04291553133514974,46.38518459894741,84.83501508711592,53.97272272272272,63.16316316316317,50.0,4,0,1
2025-09-12,688205,66.73083280036217,0,0.5909090909090909,38.13857781646948,97.29729729729729,43.931431431431434,71.0892710892711,50.0,5,0,1
2025-09-12,300394,39.164127568142455,0,0.012550498249393935,20.50176091171698,51.20210246260666,49.61211211211212,35.053235053235056,50.0,2,0,1
2025-09-12,300570,56.20114331294868,0,-8.547008547012919e-05,85.48138182105971,32.53301320528211,39.87112112112112,82.18218218218219,50.0,4,0,-1
2025-09-12,603083,9.780805133769768,0,0.1037540644398463,2.7027027027026946,0.3504104344440469,53.05305305305306,5.487305487305488,50.0,1,0,1
2025-09-12,300548,71.37102337647406,0,0.07301534076619996,51.36322266629734,94.59459459459461,56.788038038038046,68.57766857766858,50.0,5,0,1
2025-09-12,301205,76.82224034723369,0,0.04871770426160739,76.10304301373115,80.73067064663704,83.6524024024024,66.14796614796614,50.0,5,0,1
2025-09-12,000988,25.680472416048058,0,0.1819950706965884,18.918918918918923,16.56662665066026,76.60785785785787,17.61761761761762,50.0,1,0,1
2025-09-12,600498,61.0618402236323,0,0.17038777908343117,84.06078113252346,49.6998799519808,23.686186186186188,80.75348075348074,50.0,4,0,1
2025-09-12,601869,54.596840259562924,0,0.35072788353863393,22.349728938308726,88.48836832030109,47.7977977977978,25.75302575302575,50.0,3,0,1
2025-09-12,600487,62.083815402746545,0,0.11381322957198443,68.42230224367853,70.62068070471433,17.010760760760764,58.658658658658666,50.0,4,0,1
2025-09-12,600522,75.4705296894874,0,0.035891089108910784,82.36318309524752,91.54148145744784,10.76701701701702,64.7101647101647,50.0,5,0,1
2025-09-12,002491,33.79346709112728,0,-0.09365558912386708,53.61481540105258,5.7558158398494506,73.47972972972974,31.37683137683138,50.0,2,0,-1
2025-09-12,600105,40.43050295709163,0,-0.10793933987511158,50.20774801155475,27.377437461471082,55.8933933933934,39.812539812539804,50.0,2,0,-1
2025-09-12,002463,41.05174371393462,0,0.05563282336578581,37.54896917415219,40.439959767690866,60.64814814814815,26.12612612612613,50.0,2,0,1
2025-09-12,002916,55.75944796165482,0,0.0010236986231252937,33.71453444659887,80.52950910093769,48.66741741741742,32.359632359632364,50.0,3,0,1
2025-09-12,600183,56.161547748226816,0,0.05382009785472336,52.91045071425744,60.6599396515363,54.748498498498506,52.042952042952045,50.0,3,0,1
2025-09-12,002938,68.09005296176261,0,0.03461883408071748,71.96786830754621,70.769929593459,55.643143143143156,65.38356538356538,50.0,5,0,1
2025-09-12,300476,31.627999310131717,0,-0.0634901937687732,20.76688694551067,32.6822620940268,64.36436436436436,15.806715806715806,50.0,2,0,-1
2025-09-12,002436,29.15122846856428,0,0.05206942590120168,26.738158363341377,17.867687615586775,73.91766766766767,24.533624533624533,50.0,1,0,1
2025-09-12,002815,57.12208153380713,0,0.014492753623188527,48.78714732301848,63.36264235423899,55.0925925925926,68.14996814996815,50.0,4,0,1
2025-09-12,603228,27.01511602003492,0,0.053211541249818785,38.68070119900281,2.352292268258648,73.07932932932934,29.383929383929384,50.0,1,0,1
2025-09-12,603920,48.77424419899825,0,0.12485079971353537,58.881722132088164,50.54994970961357,15.584334334334338,39.78523978523979,50.0,3,0,1
2025-09-15,002415,71.47752179193284,0,-0.002623811085601781,81.50844841913656,79.07919924726647,21.73423423423424,69.36936936936937,50.0,5,0,-1
2025-09-15,603019,22.850072220585382,0,0.14688658988873718,21.76012029599145,10.46040037636676,65.85960960960962,16.707616707616715,50.0,1,0,1
2025-09-15,688256,21.76051150858383,0,-0.029166666666666667,16.21621621621621,13.863923947957565,52.414914914914924,28.146328146328145,50.0,1,0,-1
2025-09-15,300474,74.77351121395257,0,0.03576464555826166,94.30572593090893,71.32150157360242,31.012262262262265,84.46628446628446,50.0,5,0,1
2025-09-15,000977,53.00482548488398,0,0.042810098792535625,66.85133156582646,41.591771843872685,44.094094094094096,68.30466830466831,50.0,3,0,1
2025-09-15,000938,57.35009737203303,0,0.05945757997218349,64.86486486486487,57.807988060088896,35.0975975975976,57.48475748475749,50.0,3,0,1
2025-09-15,002230,72.86882801440099,0,0.031007751937984523,77.81251236595308,84.48460465267188,25.06256256256257,69.75156975156975,50.0,5,0,1
2025-09-15,000066,66.43250070064747,0,0.05672902836451426,90.32092121403981,60.510690762791604,11.361361361361364,80.83538083538083,50.0,4,0,1
2025-09-15,300308,28.05006216000632,0,0.024459585314445417,15.511851529421074,28.77907919924727,55.86836836836837,26.535626535626534,50.0,2,0,1
2025-09-15,300502,27.981111262818253,0,-0.020839280616614362,21.483122947251793,23.373673793841867,46.965715715715724,41.42324142324143,50.0,1,0,-1
2025-09-15,688498,32.80289529093039,0,0.07110380717611607,29.72972972972973,25.025145193212424,61.61786786786788,37.1917371917372,50.0,2,0,1
2025-09-15,688195,15.12142759616835,0,0.3,3.1300700407581745,3.0531131371467435,91.79179179179181,3.203203203203203,50.0,1,0,1
2025-09-15,002281,47.93386247188428,0,0.13875968992248067,43.104744568873414,44.99529541546349,63.150650650650654,63.11766311766311,50.0,3,0,1
2025-09-15,688048,62.79994897849192,0,0.04858996425261488,80.93071109176526,48.999059083092696,60.992242242242256,67.986167986168,50.0,4,0,1
2025-09-15,688313,76.9642382345121,0,0.10119971771347921,72.26860828617784,92.59271276077999,50.96971971971972,66.67576667576668,50.0,5,0,1
2025-09-15,688205,68.66282328592885,0,0.5513626834381551,57.76186142218353,87.18730735537459,33.746246246246244,78.11447811447813,50.0,4,0,1
